"GA0518_YAP_KO_D_1" "GA0518_YAP_KO_D_2" "GA0518_untreated_1" "GA0518_untreated_2" "GA0518_VT_200_1" "GA0518_VT_200_2"
"ENSG00000018510.18" 3947.785 4521.262 2713.387 3082.613 4092.565 3802.944
"ENSG00000018607.7" 0 0 0 0 0 0
"ENSG00000018610.15" 816.256 798.765 665.186 868.237 616.164 542.468
"ENSG00000018625.15" 0 0 0 0 0 0
"ENSG00000018699.13" 1065.99 793.196 689.918 730.898 940.881 868.513
"ENSG00000018869.17" 20 18 0 0 57.904 63.2
"ENSG00000019102.12" 0 0 5 7.015 0 0
"ENSG00000019144.19" 840.488 895.482 483.158 441.161 2014.483 2230.421
"ENSG00000019169.11" 9 0 1 2 0 0
"ENSG00000019186.10" 112.041 126.999 0 0 0 0
"ENSG00000019485.14" 76.114 45 252.814 333.705 147.048 208.451
"ENSG00000019505.8" 0 0 418.946 555.147 0 0
"ENSG00000019549.13" 584.119 484.382 0 0 1365.415 1459.608
"ENSG00000019582.16" 26.038 11.016 2.009 4.01 2 11.173
"ENSG00000019991.18" 0 0 0 0 0 0
"ENSG00000019995.6" 731.346 725.337 549.206 632.44 872.813 930.04
"ENSG00000020129.16" 648.112 775.8 443.904 441.262 1306.115 1488.003
"ENSG00000020181.18" 19.896 9.538 33.481 33.487 92.207 89.463
"ENSG00000020219.9" 0 0 0 0 0 0
"ENSG00000020256.20" 267.426 223.157 715.94 782.195 294.657 330.664
"ENSG00000020426.11" 1125.425 1248.269 396.843 448.832 626.122 633.039
"ENSG00000020577.14" 1985.863 2013.548 441.065 534.45 3482.669 3328.087
"ENSG00000020633.19" 1 1 0 0 3 8
"ENSG00000020922.13" 1138.065 1227.149 760.986 875.99 1165.897 1166.429
"ENSG00000021300.14" 13 4 28.009 37.177 5 6
"ENSG00000021355.13" 612.213 713.198 3770.059 4475.297 102.015 113.475
"ENSG00000021461.17" 0 0 0 0 0 0
"ENSG00000021488.13" 0 0 0 0 0 0
"ENSG00000021574.13" 617.814 634.309 713.928 890.828 577.951 580.67
"ENSG00000021645.20" 0 0 0 0 5 0
"ENSG00000021762.20" 661.573 505.273 128.183 121.495 518.324 551.609
"ENSG00000021776.11" 1864.218 1790.803 1813.306 2091.046 2153.44 1898.699
"ENSG00000021826.17" 19 22 34.071 49 42 32
"ENSG00000021852.13" 0 0 0 0 0 0
"ENSG00000022267.19" 11595.264 11650.33 2 0 1078.32 1034.792
"ENSG00000022277.13" 3218.539 3211.339 2162.818 2539.812 1982.089 2023.05
"ENSG00000022355.18" 0 0 0 0 1 0
"ENSG00000022556.16" 0 0 14 13 0 0
"ENSG00000022567.10" 162 131.002 570.803 685.752 503.117 464.889
"ENSG00000022840.17" 2334.431 2573.004 2689.411 3053.675 3168.946 3178.451
"ENSG00000022976.16" 104.036 85.014 238.813 252.319 242.392 268.668
"ENSG00000023041.12" 1915.984 2060.296 1381.742 1523.818 1137.344 1044.66
"ENSG00000023171.19" 159.019 168.015 80.998 52.089 401.919 436.106
"ENSG00000023191.17" 3031.809 3522.271 2067.565 2165.455 3162.082 3249.758
"ENSG00000023228.14" 4807.874 4902.208 2609.619 3032.383 2966.651 2891.304
"ENSG00000023287.13" 1268.58 1265.545 1201.09 1425.079 799.195 981.738
"ENSG00000023318.8" 1128.646 1237.138 1694.001 2008.96 1205.702 1125.529
"ENSG00000023330.15" 2030.717 2260.476 1659.03 1976.126 2892.029 2939.67
"ENSG00000023445.16" 1363.489 1223.206 226.425 215.937 4260.943 4096.869
"ENSG00000023516.9" 1484.683 1590.33 1879.495 2018.606 2736.924 2952.008
"ENSG00000023572.10" 730.189 722.305 427.22 418.97 819.825 888.663
"ENSG00000023608.5" 1445.699 1367.205 237.258 202.042 475.061 477.975
"ENSG00000023697.13" 644.388 719.232 567.906 588.254 239.313 185.176
"ENSG00000023734.11" 8585.684 8678.303 4633.623 5526.339 5018.972 4889.38
"ENSG00000023839.12" 43 53 25 25 64 60.043
"ENSG00000023892.11" 84 45 27.019 29.002 123.002 92
"ENSG00000023902.14" 337 370.114 8 14 339.828 403.548
"ENSG00000023909.10" 1037.043 1124.25 1298.017 1615.361 4499.024 4763.341
"ENSG00000024048.11" 1260.128 1160.713 1342.532 1458.829 1372.746 1370.202
"ENSG00000024422.12" 4302.506 4581.058 1859.825 1984.927 4964.788 5370.293
"ENSG00000024526.17" 4210.18 4635.213 1530.548 1515.474 3015.853 2725.042
"ENSG00000024862.18" 225.584 203.219 131.252 179.034 144.684 167.02
"ENSG00000025039.15" 98 81.033 0 0 72 63.303
"ENSG00000025156.13" 892.813 750.968 325.699 380.611 540.392 598.408
"ENSG00000025293.17" 1276.562 1378.442 1025.246 1276.947 1910.022 1709.501
"ENSG00000025423.11" 8.046 7 10 18.006 4 5
"ENSG00000025434.19" 350.214 337.314 114.231 143.008 122.009 143.114
"ENSG00000025708.14" 506.846 453.222 367.453 339.41 39.119 76.148
"ENSG00000025770.19" 2217.052 2323.889 1135.433 1252.837 1966.289 2056.964
"ENSG00000025772.8" 3266.367 3150.164 1956.778 2121.093 2457.387 2579.511
"ENSG00000025796.14" 1093.678 1191.068 1271.483 1518.787 2014.015 1970.742
"ENSG00000025800.14" 2195.09 2366.182 3269.958 3675.65 3661.326 3838.746
"ENSG00000026025.16" 36860.573 38057.458 99.564 114.082 10564.636 11601.206
"ENSG00000026036.22" 137.717 145.853 166.696 229.264 288.348 395.095
"ENSG00000026103.22" 280.822 261.989 224.09 328.54 1745.459 1702.893
"ENSG00000026297.17" 70.179 60 827.77 835.824 52.078 45.062
"ENSG00000026508.20" 14840.84 15119.265 904.238 1062.406 22116.85 22829.219
"ENSG00000026559.14" 77.042 65.122 0 0 419.705 377.684
"ENSG00000026652.15" 84 75.984 59.451 72 153.195 150.012
"ENSG00000026751.17" 0 0 18 8 0 0
"ENSG00000026950.17" 400.069 369.063 130.721 140.557 226.623 325.505
"ENSG00000027001.10" 636.132 587.826 598.231 747.473 447.645 387.035
"ENSG00000027075.16" 69 111.007 0 1 38.002 44.028
"ENSG00000027644.5" 0 0 0 0 0 0
"ENSG00000027697.15" 2771.061 2957.711 1673.97 1762.61 895.362 970.835
"ENSG00000027847.14" 349.801 311.649 475.022 437.65 504.374 455.203
"ENSG00000027869.12" 430.72 484.553 130.249 185.078 268.476 276.427
"ENSG00000028116.18" 484.048 567.053 682.599 746.294 232.544 190.534
"ENSG00000028137.19" 433.711 559.628 1732.841 1843.267 321.351 243.164
"ENSG00000028203.18" 2207.564 2147.273 1658.559 2018.886 2540.128 2668.324
"ENSG00000028277.21" 63.999 24 9 28 22.002 36
"ENSG00000028310.18" 1190.235 1332.639 1695.036 1783.082 1179.538 1149.622
"ENSG00000028528.15" 2938.136 3025.953 1546.686 1770.314 2297.378 2287.227
"ENSG00000028839.10" 683.353 722.227 422.296 441.808 318.724 311.163
"ENSG00000029153.14" 1963.821 2375.457 1243.872 1443.081 3594.28 3492.242
"ENSG00000029363.17" 5964.518 6477.132 4391.133 5055.111 6442.977 6372.399
"ENSG00000029364.12" 2020.926 2106.45 2602.273 2960.399 2059.715 2079.836
"ENSG00000029534.21" 151.83 133 298.191 403.846 601.152 549.168
"ENSG00000029559.7" 0 0 0 0 0 0
"ENSG00000029639.11" 1998.527 2072.699 366.15 432.674 729.647 675.724
"ENSG00000029725.17" 1439 1454.717 1088.869 1521.934 2321.204 2325.294
"ENSG00000029993.15" 2375.043 2639.944 3011.001 3539.959 1819.386 1793.123
"ENSG00000030066.13" 3933.735 4007.989 2557.798 3179.135 2668.201 2400.151
"ENSG00000030110.13" 1316.16 1300.87 1136.403 1258.759 785.201 950.947
"ENSG00000030304.14" 1 8 0 0 0 0
"ENSG00000030419.17" 18 8 100.037 109.051 41.003 49
"ENSG00000030582.18" 2271.406 2400.523 3375.823 3736.072 2998.529 3320.211
"ENSG00000031003.10" 718.165 612.549 446.352 526.789 937.62 823.709
"ENSG00000031081.11" 105 75 20.001 36 560.092 567.291
"ENSG00000031691.7" 1413.115 1459.82 184.142 179.15 492.743 502.806
"ENSG00000031698.13" 6000.247 6234.993 2600.56 2945.187 3105.238 2925.371
"ENSG00000031823.14" 1152.279 1286.781 1314.65 1395.477 1756.514 1893.02
"ENSG00000032219.19" 411.358 382.626 349.046 380.229 423.152 454.86
"ENSG00000032389.13" 1096.843 1015.776 540.502 698.165 875.936 861.051
"ENSG00000032444.17" 1338.989 1231.132 756.792 814.398 3248.738 3441.908
"ENSG00000032742.18" 339.22 308.265 245.879 233.593 245.136 255.599
"ENSG00000033011.14" 1242.661 1162.292 1069.205 1141.414 702.684 876.12
"ENSG00000033030.15" 783.495 767.109 720.085 869.756 776.741 786.898
"ENSG00000033050.9" 2076.658 2048.125 1471.433 1611.319 2982.201 2575.106
"ENSG00000033100.16" 427.896 503.045 1073.03 1205.879 1573.876 1584.293
"ENSG00000033122.21" 2 8 2 1 7 2
"ENSG00000033170.17" 1792.511 1896.03 1486.515 1677.097 1765.054 1922.357
"ENSG00000033178.13" 3235.434 3498.402 2423.027 2777.68 3820.765 3677.689
"ENSG00000033327.13" 348.023 266.003 479.742 541.133 964.34 1041.852
"ENSG00000033627.17" 647.766 791.491 682.282 716.255 1694.311 1912.664
"ENSG00000033800.14" 825.292 995.324 1497.718 1609.472 915.069 794.789
"ENSG00000033867.16" 1536.136 1524.969 780.419 938.864 2000.564 1913.745
"ENSG00000034053.15" 12 1.002 0 3 0 9
"ENSG00000034152.19" 2565.375 2505.33 1647.614 2010.925 2369.849 2124.213
"ENSG00000034239.11" 0 0 0 0 0 0
"ENSG00000034510.6" 61047.747 61443.258 16183.384 18369.965 18859.956 17995.588
"ENSG00000034533.12" 213.29 261.079 154.014 213.653 172.518 190.779
"ENSG00000034677.13" 735.998 783.015 401.728 400.322 754.914 661.276
"ENSG00000034693.15" 775.095 1017.424 470.418 523.998 642.587 588.264
"ENSG00000034713.8" 2421.034 2623.147 478.339 529.644 1352.265 1241.286
"ENSG00000034971.17" 0 0 0 0 0 0
"ENSG00000035115.22" 138.412 189.146 435.873 465.342 368.531 327.185
"ENSG00000035141.8" 2068.432 2103.674 1270.858 1579.033 2004.045 1747.399
"ENSG00000035403.18" 8117.293 9038.04 5588.919 6206.302 7421.159 6976.817
"ENSG00000035499.13" 2780.201 2877.167 1026.225 1266.843 1138.455 1094.4
"ENSG00000035664.11" 19.001 8 29 25 32 72.539
"ENSG00000035681.9" 1775.187 1799.153 1403.726 1582.665 2494.459 2553.54
"ENSG00000035687.10" 1765.323 1978.819 2750.76 2864.205 2012.702 2023.042
"ENSG00000035720.8" 0 0 1 0 0 0
"ENSG00000035862.12" 7429.398 7949.845 2350.919 2732.1 6097.158 6218.151
"ENSG00000035928.16" 2242.062 2120.324 1567.682 1916.391 2693.614 2601.874
"ENSG00000036054.13" 561.857 664.614 765.658 898.34 484.249 433.175
"ENSG00000036257.13" 2432.904 2429.053 2410.307 2658.478 2849.885 2650.059
"ENSG00000036448.10" 0 5 0 0 6 2
"ENSG00000036473.8" 0 0 0 0 0 0
"ENSG00000036530.9" 0 6 0 0 0 3
"ENSG00000036549.13" 1807.034 1806.333 833.603 981.05 1992.963 1966.828
"ENSG00000036565.15" 0 0 0 0 0 0
"ENSG00000036672.16" 40 18.004 14 15 21 29.72
"ENSG00000036828.17" 0 0 0 0 0 0
"ENSG00000037042.9" 195.761 219.194 97.35 97.147 136.723 115.742
"ENSG00000037241.7" 2221.132 2208.145 475.979 566.026 960.716 896.015
"ENSG00000037280.16" 0 0 0 1 0 1
"ENSG00000037474.15" 4069.767 4369.111 4978.595 5935.315 4740.144 4351.208
"ENSG00000037637.11" 397.113 367.72 656.999 720.946 682.001 798.052
"ENSG00000037749.13" 1204.119 1333.838 750.695 841.605 1509.934 1339.642
"ENSG00000037757.14" 1116.431 1091.099 384.898 406.618 936.537 828.43
"ENSG00000037897.17" 740.174 781.925 365.818 354.407 430.591 438.209
"ENSG00000037965.6" 1 5 32.545 20 0 0
"ENSG00000038002.9" 159.02 152.025 488.45 548.787 45 55.143
"ENSG00000038210.14" 687.688 664.117 1298.359 1423.996 986.684 1054.579
"ENSG00000038219.13" 722.015 764.701 1173.33 1356.295 2202.563 2130.094
"ENSG00000038274.17" 2470.236 2954.646 989.17 1035.845 1356.934 1331.365
"ENSG00000038295.8" 0 0 0 0 0 0
"ENSG00000038358.15" 1197.784 1506.257 2334.793 2610.511 2430.469 2374.645
"ENSG00000038382.20" 4763.687 4840.44 2686.468 3045.226 17109.704 17667.268
"ENSG00000038427.16" 0 0 1 7 0 3
"ENSG00000038532.16" 281.608 396.17 1056.27 1155.933 729.319 796.865
"ENSG00000038945.15" 0 0 0 0 0 3
"ENSG00000039068.20" 12.999 0 160.793 150.196 0 0
"ENSG00000039123.16" 4203.875 4257.368 2692.962 2977.515 3082.08 2966.739
"ENSG00000039139.11" 26 51.061 15.999 26.001 146.342 115.009
"ENSG00000039319.17" 1241.611 1190.39 1150.621 1340.392 1405.859 1429.247
"ENSG00000039523.20" 2589.178 2366.592 867.328 888.348 4781.115 4907.242
"ENSG00000039537.14" 0 0 0 0 0 0
"ENSG00000039560.14" 2045.775 1978.231 1878.882 2096.745 2435.972 2489.736
"ENSG00000039600.11" 0 0 0 0 0 0
"ENSG00000039650.12" 417.718 511.713 761.118 952.057 533.77 510.331
"ENSG00000039987.7" 0 0 0 0 0 0
"ENSG00000040199.18" 643.665 678.268 307.148 330.137 1043.768 1031.486
"ENSG00000040275.17" 2129.751 2235.692 1117.963 1356.099 1844.986 1811.686
"ENSG00000040341.18" 915.409 978.656 684.933 767.166 462.707 502.097
"ENSG00000040487.13" 182.007 132.404 349.284 428.449 586.78 511.35
"ENSG00000040531.16" 282.018 319.375 398.3 415.986 698.318 670.808
"ENSG00000040608.14" 168.019 188.308 422.427 495.688 80.071 70.158
"ENSG00000040633.13" 1096.035 1050.473 834.612 940.552 764.117 749.472
"ENSG00000040731.10" 0 0 8 6 0 0
"ENSG00000040933.16" 427.002 379.666 914.508 1091.694 660.944 607.942
"ENSG00000041353.10" 214.053 263.132 344.137 356.326 1972.506 2119.534
"ENSG00000041357.16" 7901.102 8254.28 3353.013 3950.243 4404.785 4125.564
"ENSG00000041515.16" 10 0 2 0 7 4
"ENSG00000041802.11" 1805.692 1758.122 1954.12 2397.501 2066.588 2124.037
"ENSG00000041880.15" 117.001 105.165 83.735 89.232 187.615 191.009
"ENSG00000041982.16" 357.198 283.252 0 0 283.235 311.414
"ENSG00000041988.15" 402.778 528.621 209.494 199.749 337.596 437.442
"ENSG00000042062.13" 0 0 1 2 1 7
"ENSG00000042088.14" 786.144 837.48 650.196 684.56 977.008 933.63
"ENSG00000042286.15" 834.202 821.554 746.77 830.258 1723.491 1845.136
"ENSG00000042304.13" 0 0 0 0 0 0
"ENSG00000042317.17" 50.081 71 167.532 226.601 31 19
"ENSG00000042429.12" 666.467 745.926 446.478 536.277 840.043 793.828
"ENSG00000042445.14" 1363.346 1444.559 1425.98 1739.376 1414.249 1491.885
"ENSG00000042493.16" 8932.075 9576.855 2989.57 3076.952 5835.344 5830.705
"ENSG00000042753.12" 7917.374 8572.374 3671.729 3742.392 3695.232 3890.406
"ENSG00000042781.14" 6 2 0 0 0 0
"ENSG00000042813.8" 0 0 0 0 0 0
"ENSG00000042832.12" 0 0 0 1 0 2
"ENSG00000042980.13" 0 0 0 0 0 0
"ENSG00000043039.7" 0 0 1 0 0 0
"ENSG00000043093.15" 1907.663 2026.165 1632.109 1783.784 1315.887 1355.055
"ENSG00000043143.22" 1064.229 1009.447 2323.877 2616.29 971.595 886.097
"ENSG00000043355.12" 205.002 213.311 0 0 407.16 448.044
"ENSG00000043462.13" 0 0 0 0 0 0
"ENSG00000043514.17" 1375.644 1323.974 498.37 659.031 453.79 570.452
"ENSG00000043591.6" 11 5 8 17 0 2
"ENSG00000044012.4" 0 0 0 2 0 0
"ENSG00000044090.12" 348.564 445.374 493.865 558.765 1159.822 1168.29
"ENSG00000044115.21" 8799.857 9354.006 9639.093 10809.688 8356.429 8314.988
"ENSG00000044446.12" 370.055 370.626 369.019 411.737 371.322 444.045
"ENSG00000044459.15" 339.183 378.201 128.006 164.067 673.508 691.204
"ENSG00000044524.11" 0 0 0 0 0 0
"ENSG00000044574.9" 31028.491 32707.866 54016.295 61000.034 16796.839 16984.898
"ENSG00000046604.14" 1672.694 1581.114 7246.647 8520.873 2424.503 2420.949
"ENSG00000046647.14" 361.587 372.892 72.115 95.392 166 166.004
"ENSG00000046651.16" 277.111 293.121 607.741 636.706 311.706 317.965
"ENSG00000046653.15" 4 4 8 11 15 18
"ENSG00000046774.10" 1 0 0 0 0 0
"ENSG00000046889.19" 0 0 1 0 1 0
"ENSG00000047056.16" 579.299 480.881 332.127 353.422 892.757 1062.513
"ENSG00000047188.16" 822.737 810.055 889.736 1000.909 1051.224 1158.007
"ENSG00000047230.15" 318.009 355.666 699.971 843.898 169.597 252.335
"ENSG00000047249.18" 1450.657 1355.728 752.385 925.593 965.193 1029.887
"ENSG00000047315.17" 5648.849 5680.256 4280.745 4741.558 5826.647 5560.774
"ENSG00000047346.13" 79.012 70.001 159.068 165.077 47 54.005
"ENSG00000047365.12" 18.001 44.033 377.542 435.957 151.129 136.062
"ENSG00000047410.14" 2364.9 2557.216 7810.793 9203.791 5657.485 5990.196
"ENSG00000047457.14" 0 0 1.019 5 0 0
"ENSG00000047578.13" 332.196 336.909 363.282 445.971 562.485 546.372
"ENSG00000047579.20" 315.785 324.387 376.795 353.557 190.278 238.142
"ENSG00000047597.7" 45 30 909.203 962.317 85.179 77.186
"ENSG00000047617.16" 3 0 0 0 0 0
"ENSG00000047621.12" 945.707 1012.612 421.806 538.815 707.631 601.342
"ENSG00000047634.15" 2247.143 2144.177 302.07 374.379 1844.431 1592.601
"ENSG00000047644.19" 218.181 242.092 1916.085 2163.287 1860.118 1942.293
"ENSG00000047648.23" 4 6 7 13 10 12
"ENSG00000047662.5" 0 0 1.051 0 0 0
"ENSG00000047849.22" 9983.926 9852.223 6888.277 7996.448 13319.262 13365.187
"ENSG00000047932.14" 1968.251 2097.549 1412.558 1367.178 2681.436 2731.97
"ENSG00000047936.11" 0 0 0 0 3 0
"ENSG00000048028.11" 588.5 759.858 1063.644 1278.268 698.685 689.035
"ENSG00000048052.23" 26 30 14 15 456.595 512.175
"ENSG00000048140.18" 1708.878 1856.83 1423.903 1603.938 1320.552 1121.161
"ENSG00000048162.21" 2089.296 2172.437 798.162 941.852 1780.481 1701.641
"ENSG00000048342.18" 336.145 317.666 46.001 62.001 788.046 880.035
"ENSG00000048392.12" 920.922 825.435 1126.09 1353.381 1084.256 955.922
"ENSG00000048405.10" 446.062 442.688 397.25 476.067 880.447 810.53
"ENSG00000048462.11" 0 0 0 0 0 0
"ENSG00000048471.14" 218.011 259.032 241.005 315.501 862.129 882.637
"ENSG00000048540.15" 0 0 1 0 0 0
"ENSG00000048544.6" 4688.126 4456.908 991.94 1247.935 1739.588 1690.348
"ENSG00000048545.17" 0 0 0 0 0 1
"ENSG00000048649.14" 889.441 926.993 811.213 903.514 1655.281 1768.363
"ENSG00000048707.15" 528.739 527.25 1443.674 1688.259 1846.316 1846.891
"ENSG00000048740.18" 5 1 0 0 3 0
"ENSG00000048828.17" 4591.907 5148.232 7586.293 8496.633 7298.347 7203.879
"ENSG00000048991.17" 1340.461 1355.369 1156.859 1277.554 2009.492 1814.015
"ENSG00000049089.15" 6 10 6.004 7 0 0
"ENSG00000049130.16" 125.002 111.018 2214.055 2415.21 450.813 394.2
"ENSG00000049167.16" 494.726 468.736 249.171 275.665 696.075 615.595
"ENSG00000049192.15" 95.001 109 19 3 478.184 486.557
"ENSG00000049239.13" 39.007 59 986.563 1053.741 357.751 329.616
"ENSG00000049245.13" 2342.903 2646.459 1188.077 1413.175 2715.334 2824.704
"ENSG00000049246.15" 349.133 353.104 1202.473 1297.526 865.031 851.711
"ENSG00000049247.14" 0 0 1 0 0 0
"ENSG00000049249.9" 99.062 76.047 3 5 99.028 130.119
"ENSG00000049283.18" 0 0 370.752 365.521 0 0
"ENSG00000049323.16" 342.833 326.016 404.002 501.81 738.433 764.381
"ENSG00000049449.10" 4331.733 4463.343 5672.39 6200.541 3185.753 3042.061
"ENSG00000049540.18" 0 0 0 0 1 0
"ENSG00000049541.11" 2222.416 2460.065 1165.902 1280.387 1298.056 1255.097
"ENSG00000049618.24" 465.901 378.764 1880.373 2106.744 859.269 875.519
"ENSG00000049656.14" 3128.224 3306.043 4295.269 4869.881 2993.243 3246.555
"ENSG00000049759.20" 2612.668 2962.432 719.417 861.286 9363.537 9552.423
"ENSG00000049768.17" 0 0 9 3 0 0
"ENSG00000049769.14" 2.006 11 26.739 45 69.061 54.001
"ENSG00000049860.14" 3799.746 3936.144 4316.074 4840.978 3733.872 3451.619
"ENSG00000049883.15" 1080.765 940.994 311.625 343.661 350.638 403.316
"ENSG00000050030.16" 0 0 0 0 0 0
"ENSG00000050130.18" 1878.406 1897.32 1033.794 1155.182 1314.209 1307.321
"ENSG00000050165.19" 586.604 593.157 30 23 76 94.786
"ENSG00000050327.15" 4 6.036 823.944 970.382 5.612 5
"ENSG00000050344.9" 964.485 1016.554 1455.78 1556.772 1760.152 1736.216
"ENSG00000050393.11" 1078.405 1039.718 1869.759 2169.13 634.763 595.223
"ENSG00000050405.13" 546.651 513.658 2138.511 2359.708 84 64.29
"ENSG00000050426.16" 786.402 882.879 343.571 421.816 866.19 970.777
"ENSG00000050438.17" 71 58 209.428 225.197 472.534 518.779
"ENSG00000050555.19" 0 0 5 4 0 1
"ENSG00000050628.20" 0 3 0 0 0 0
"ENSG00000050730.16" 0 0 0 0 2 4
"ENSG00000050748.18" 1958.61 2184.625 1548.49 1874.89 1883.599 1865.796
"ENSG00000050767.18" 0 0 0 0 0 0
"ENSG00000050820.17" 2938.313 2784.646 1730.78 1961.067 3075.423 3329.491
"ENSG00000051009.11" 229.045 232 410.517 504.33 495.26 472.363
"ENSG00000051108.15" 4834.137 4996.896 1862.422 2201.968 2427.192 2711.179
"ENSG00000051128.19" 913.889 837.749 164.213 159.726 1073.562 1203.508
"ENSG00000051180.17" 864.584 906.458 590.68 659.205 642.311 600.644
"ENSG00000051341.15" 636.724 762.092 881.148 1010.689 1089.848 1214.794
"ENSG00000051382.9" 1115.036 1055.812 1268.822 1419.826 1323.511 1466.824
"ENSG00000051523.11" 3941.903 3812.454 3153.676 3174.18 1653.005 1500.087
"ENSG00000051596.10" 2232.902 2399.972 1877.707 2214.101 1317.209 1408.527
"ENSG00000051620.11" 1345.352 1457.517 899.061 1111.643 234.075 221.836
"ENSG00000051825.15" 878.962 978.041 458.627 610.431 1044.205 941.426
"ENSG00000052126.15" 718.158 657.628 876.461 967.816 469.99 412.261
"ENSG00000052344.16" 0 1 3851.039 4317.328 0 0
"ENSG00000052723.12" 1435.637 1692.8 1014.511 1053.68 1630.921 1477.455
"ENSG00000052749.14" 1169.001 1232.927 1429.481 1712.611 2424.57 2591.64
"ENSG00000052795.13" 84 68.013 371.501 424.641 690.533 757.371
"ENSG00000052802.13" 3777.229 3782.289 2315.686 2682.946 2648.173 2586.876
"ENSG00000052841.15" 980.897 1027.987 663.145 825.712 1458.68 1547.159
"ENSG00000052850.8" 0 0 1 0 0 0
"ENSG00000053108.17" 0 0 1 2 0 0
"ENSG00000053254.16" 478.038 445.105 893.906 1124.442 349.165 368.638
"ENSG00000053328.9" 0 0 0 0 3 0
"ENSG00000053371.13" 2201.92 2211.627 658.061 810.283 1287.411 1354.954
"ENSG00000053372.5" 5884.587 5649.633 2054.633 2356.791 2794.915 2777.932
"ENSG00000053438.11" 1 8 5 8 12 7
"ENSG00000053501.13" 390.891 375.437 157.656 141.49 137.664 193.478
"ENSG00000053524.13" 10 2.583 8.178 5 4.248 8
"ENSG00000053702.15" 3 2 9 7 15.007 12
"ENSG00000053747.17" 103.999 102 4644.018 5631.13 303.947 314.283
"ENSG00000053770.12" 532.942 575.514 1520.497 1665.729 514.648 614.147
"ENSG00000053900.11" 631.686 746.989 675.895 779.75 742.638 685.191
"ENSG00000053918.18" 6 0 151.842 185.829 0 0
"ENSG00000054116.12" 2263.334 2706.188 917.271 909.264 2050.975 1955.371
"ENSG00000054118.15" 4817.228 5444.749 5071.516 5976.308 5208.221 4661.512
"ENSG00000054148.18" 1379.931 1497.251 1647.593 1920.757 1828.256 1755.453
"ENSG00000054179.12" 5 8 125.429 141.424 5 0
"ENSG00000054219.11" 50.001 15 45.243 52.393 2 0
"ENSG00000054267.22" 147.214 152.556 804.894 830.131 149.091 170.77
"ENSG00000054277.14" 75.005 64.36 1396.909 1572.194 193.289 152.457
"ENSG00000054282.16" 290.713 286.536 312.037 412.239 454.912 401.134
"ENSG00000054356.14" 0 0 0 0 0 0
"ENSG00000054392.13" 3 17 49 61.048 29 15.002
"ENSG00000054523.19" 1495.541 1674.092 2946.336 3487.284 3250.835 3219.158
"ENSG00000054598.9" 258.487 200.001 4123.604 4813.15 356.255 411.464
"ENSG00000054611.14" 384.209 470.422 536.667 524.541 740.118 720.836
"ENSG00000054654.19" 209.271 219.044 1886.309 2200.575 513.001 607.131
"ENSG00000054690.14" 14.024 25.173 484.192 539.905 27.082 61.228
"ENSG00000054793.14" 254.004 340.014 4858.008 5733.048 51 32
"ENSG00000054796.13" 0 0 0 0 0 0
"ENSG00000054803.4" 0 0 0 0 0 0
"ENSG00000054938.16" 0 0 0 0 0 0
"ENSG00000054965.11" 749.728 867.868 904.254 933.088 1818.326 1956.098
"ENSG00000054967.13" 596.793 519.582 176.353 217.949 955.581 935.222
"ENSG00000054983.17" 138.027 186.221 3346.04 3890.645 289.115 288.622
"ENSG00000055044.11" 4338.545 4862.383 2011.118 2318.397 3115.205 3330.044
"ENSG00000055070.17" 7999.57 8030.973 4049.957 4402.385 9080.431 8891.615
"ENSG00000055118.17" 0 4 0 0 2 0
"ENSG00000055130.17" 1909.431 2010.14 2122.706 2655.49 2414.156 2263.834
"ENSG00000055147.19" 808.491 875.73 180.11 228.858 530.417 571.974
"ENSG00000055163.20" 63 48 244.442 208.773 1106.903 1062.429
"ENSG00000055208.19" 2860.345 3050.62 2156.212 2491.292 2330.135 2297.588
"ENSG00000055211.14" 1690.664 1734.164 685.794 837.845 741.888 709.295
"ENSG00000055332.19" 2165.147 2311.961 2407.766 2855.973 2774.849 2605.053
"ENSG00000055483.19" 761.504 706.247 1114.639 1162.499 2293.31 2251.878
