"GA0518_YAP_KO_D_1" "GA0518_YAP_KO_D_2" "GA0518_untreated_1" "GA0518_untreated_2" "GA0518_VT_200_1" "GA0518_VT_200_2"
"ENSG00000204524.7" 88 115.468 225.037 183.043 291.251 229.086
"ENSG00000204525.17" 18884.614 19692.24 320.295 411.988 10419.919 10701.497
"ENSG00000204528.3" 0 0 6.028 12 0 0
"ENSG00000204529.4" 0 0 0 0 0 0
"ENSG00000204531.20" 3 10 18.003 20.999 1 2.001
"ENSG00000204532.8" 0 0 2.013 0 0 0
"ENSG00000204536.14" 501.696 515.075 611.079 587.966 722.979 675.968
"ENSG00000204538.4" 0 0 0 0 2 0
"ENSG00000204539.4" 8 5.262 0 32.367 9.402 0
"ENSG00000204540.11" 0 8.738 83.058 33.643 4.598 10
"ENSG00000204542.3" 3 7 58.15 54.146 0 0
"ENSG00000204544.5" 0 0 0 0 0 0
"ENSG00000204547.7" 0 0 0 0 0 0
"ENSG00000204548.4" 0 0 0 0 0 0
"ENSG00000204555.3" 0 0 0 0 0 0
"ENSG00000204556.4" 0 5 11 8 0 0
"ENSG00000204560.10" 1644.302 1774.107 1229.093 1505.075 2214.26 2116.858
"ENSG00000204564.12" 249.781 294.793 222.618 264.853 367.871 294.494
"ENSG00000204568.12" 4001.786 4306.536 1218.802 1408.009 1674.72 1500.352
"ENSG00000204569.10" 789.088 866.014 1720.06 1868.072 1361.163 1407.241
"ENSG00000204571.6" 0 0 0 0 0 0
"ENSG00000204572.10" 0 0 0 0 0 0
"ENSG00000204574.14" 2976.72 3078.939 3879.123 4460.901 4967.093 5112.529
"ENSG00000204576.12" 623.131 634.749 322.014 380.413 541.225 518.813
"ENSG00000204577.11" 2 0 4 9 2 9
"ENSG00000204580.14" 581.46 615.019 2985.626 3310.608 515.958 534.007
"ENSG00000204581.3" 0 0 0 0 1 0
"ENSG00000204583.10" 0 0 0 0 0 0
"ENSG00000204584.1" 0 0 0 0 2 0
"ENSG00000204588.5" 182.382 79.019 277.555 280.241 79.745 43.514
"ENSG00000204590.13" 757.417 819.969 1121.194 1200.366 610.705 647.875
"ENSG00000204592.9" 3193.632 3234.789 2440.232 2578.275 2780.95 2759.443
"ENSG00000204595.1" 0 0 2 0 0 0
"ENSG00000204599.14" 259.139 224.42 241.162 254.137 332.313 318.119
"ENSG00000204603.7" 6 5 0 0 0 0
"ENSG00000204604.13" 505.549 504.042 829.723 964.454 377.162 341.972
"ENSG00000204610.14" 0 0 330.766 366.532 0 0
"ENSG00000204611.7" 257.049 224.299 279.009 326.561 339.971 280.258
"ENSG00000204612.1" 0 0 0 0 0 0
"ENSG00000204613.11" 0 0 27.002 29 0 0
"ENSG00000204614.9" 0 0 9 10 0 0
"ENSG00000204616.11" 0 0 11 10.001 0 0
"ENSG00000204618.10" 3 8 108.134 105.106 2 3
"ENSG00000204619.8" 685.117 682.086 934.668 1090.533 978.349 994.428
"ENSG00000204620.3" 5 6 6 4 1 0
"ENSG00000204622.11" 4.012 0 2.083 3.045 3 0
"ENSG00000204623.9" 27 27 42 67.024 105.2 67.149
"ENSG00000204624.8" 1 12 0 0 19 15
"ENSG00000204625.10" 0 0 0 0 0 0
"ENSG00000204628.12" 42277.27 43355.402 21779.167 24636.681 27512.127 27920.24
"ENSG00000204632.12" 19.001 8 6.009 8 8.006 1
"ENSG00000204634.13" 719.33 791.131 230.134 188.014 389.043 542.289
"ENSG00000204637.4" 0 0 0 0 0 0
"ENSG00000204640.1" 0 0 0 0 0 0
"ENSG00000204642.14" 69 83 99.16 103.519 155 182.281
"ENSG00000204644.10" 0 0 0 0 0 0
"ENSG00000204648.11" 0 0 0 0 0 0
"ENSG00000204650.14" 131.031 143.46 222.909 290.176 138.002 177.483
"ENSG00000204652.6" 2.437 1.967 0 4.587 0 2.66
"ENSG00000204653.10" 0 0 0 1 0 0
"ENSG00000204655.12" 0 0 0 0 0 0
"ENSG00000204657.4" 0 5 0 0 4 0
"ENSG00000204658.5" 0 0 0 0 0 0
"ENSG00000204659.5" 0 0 0 0 0 0
"ENSG00000204661.9" 0 0 2 0 0 5
"ENSG00000204662.2" 0 0 0 0 0 0
"ENSG00000204663.9" 0 0 0 0 0 0
"ENSG00000204666.3" 0 0 0 2 1 5
"ENSG00000204669.11" 0 0 0 0 0 0
"ENSG00000204670.7" 0 0 0 0 0 0
"ENSG00000204671.2" 0 0 0 0 0 0
"ENSG00000204673.11" 1481.409 1297.575 1728.473 2093.04 1714.798 1888.54
"ENSG00000204677.13" 6.001 6 2 1 2.375 3
"ENSG00000204681.11" 204.955 209.445 110.062 121.648 171 173.253
"ENSG00000204682.8" 138.046 130 199.152 194.003 88 94.896
"ENSG00000204684.4" 0 0 0 0 0 0
"ENSG00000204685.7" 28.257 50.368 44.364 37.766 131.41 94.028
"ENSG00000204687.4" 0 0 0 0 0 0
"ENSG00000204688.10" 0 0 0 0 0 0
"ENSG00000204694.13" 0 0 0 0 0 0
"ENSG00000204695.4" 0 0 0 0 0 0
"ENSG00000204697.3" 0 0 0 0 0 0
"ENSG00000204699.4" 0 0 0 0 0 0
"ENSG00000204700.5" 0 0 0 0 0 0
"ENSG00000204701.3" 0 0 0 0 0 0
"ENSG00000204702.6" 0 0 0 0 0 0
"ENSG00000204703.5" 0 0 0 0 0 0
"ENSG00000204704.3" 0 0 0 0 0 0
"ENSG00000204705.3" 0 0 0 0 0 0
"ENSG00000204706.14" 1 0 0 0 26.005 12
"ENSG00000204709.4" 0 0 0 0 0 0
"ENSG00000204710.2" 0 0 0 0 0 0
"ENSG00000204711.9" 0 0 0 0 0 0
"ENSG00000204713.11" 1438.106 1475.432 1339.807 1440.18 1802.866 1636.952
"ENSG00000204718.3" 0 0 0 0 0 0
"ENSG00000204740.11" 0 0 1 1 0 0
"ENSG00000204745.4" 11.533 53.072 120.816 80.104 30.5 49.006
"ENSG00000204754.3" 0 0 0 0 0 0
"ENSG00000204758.8" 12.001 10.002 6 8 13 16
"ENSG00000204764.14" 108 101.044 0 0 120.211 145.084
"ENSG00000204767.4" 24 16 0 2 15 14.008
"ENSG00000204776.6" 0 0 0 0 0 0
"ENSG00000204778.4" 0 0 9.117 14.03 0 0
"ENSG00000204779.2" 0 0 0 5 0 0
"ENSG00000204780.5" 0 0 0 0 0 0
"ENSG00000204787.8" 0 0 0 0 0 0
"ENSG00000204789.4" 0 0 111 138 0 0
"ENSG00000204790.9" 0 0 0 0 0 0
"ENSG00000204791.10" 0 0 2 1 3 0
"ENSG00000204792.2" 37 42 63.199 76 201.066 195.801
"ENSG00000204801.7" 0 0 0 0 0 0
"ENSG00000204802.3" 53.134 63.435 7.855 6.224 37.865 49.458
"ENSG00000204814.5" 0 0 0 0 0 0
"ENSG00000204815.10" 0 0 1 5 0 0
"ENSG00000204816.5" 0 5 0 0 0 0
"ENSG00000204818.4" 0 0 0 0 0 0
"ENSG00000204822.7" 964.796 1198.787 492.151 538.171 334.627 445.447
"ENSG00000204832.10" 0 0 0 0 0 0
"ENSG00000204837.5" 6 0 8.466 17.235 21.128 57.694
"ENSG00000204839.9" 112.031 79.001 242.863 256.981 68.047 88
"ENSG00000204842.18" 983.129 1095.179 1036.81 1101.862 1660.616 1554.967
"ENSG00000204843.13" 3025.176 3201.532 3153.339 3501.798 3987.226 4094.484
"ENSG00000204849.10" 0 0 0 0 0 0
"ENSG00000204850.4" 0 0 0 0 0 0
"ENSG00000204851.7" 0 0 0 0 0 0
"ENSG00000204852.17" 41.583 53.303 151.737 245.999 125.684 96.164
"ENSG00000204856.12" 1503.674 1319.635 160.369 166.276 1137.209 1019.281
"ENSG00000204859.13" 126.074 205.001 160.209 191.027 251.235 217.706
"ENSG00000204860.5" 4 4 0 0 17 25
"ENSG00000204866.8" 3 0 732.899 951.107 54.435 47.108
"ENSG00000204869.8" 0 0 37.004 35.004 0 0
"ENSG00000204872.4" 0 0 0 0 0 0
"ENSG00000204873.5" 0 0 0 0 0 0
"ENSG00000204876.5" 5 9 3 2 0 13.004
"ENSG00000204880.8" 0 0 0 0 10 3
"ENSG00000204882.4" 0 0 0 0 0 0
"ENSG00000204887.4" 0 0 0 0 0 0
"ENSG00000204889.11" 0 0 0 0 0 0
"ENSG00000204894.4" 0 0 0 0 0 0
"ENSG00000204897.7" 0 0 0 0 0 0
"ENSG00000204899.6" 3847.444 4017.594 1220.638 1375.788 2540.89 2262.951
"ENSG00000204904.7" 0 0 0 1 0 0
"ENSG00000204909.8" 0 0 0 0 0 0
"ENSG00000204913.7" 0 0 0 0 0 0
"ENSG00000204915.3" 0 0 0 0 0 0
"ENSG00000204919.1" 60.157 83.121 0 0 27 40.062
"ENSG00000204920.11" 52.994 88 112.247 107.902 54.932 34.002
"ENSG00000204922.5" 1131.949 1100.348 514.377 573.105 324.339 413.304
"ENSG00000204923.4" 53.001 52 41 35 121.317 162
"ENSG00000204928.3" 0 0 1 1 0 0
"ENSG00000204929.13" 0 0 2 0 2 0
"ENSG00000204930.10" 0 0 0 0 1 0
"ENSG00000204933.3" 0 0 0 0 0 0
"ENSG00000204934.10" 3 8 0 0 12.102 15.467
"ENSG00000204936.10" 1 1 11 4 0 0
"ENSG00000204941.14" 75 98.999 3 0 1 9
"ENSG00000204946.10" 117.291 94 439.098 454.365 366.881 396.179
"ENSG00000204947.9" 17 0 21 11.001 29 17
"ENSG00000204949.9" 0 0 0 0 0 0
"ENSG00000204950.4" 0 0 0 1 0 0
"ENSG00000204952.3" 6 0 0 0 0 0
"ENSG00000204954.10" 174.097 200.942 59.001 81.19 138.19 153.107
"ENSG00000204956.6" 0 0 12.279 16 4 0
"ENSG00000204959.4" 0 0 485.77 539.294 0 0
"ENSG00000204960.7" 0 0 0 0 0 0
"ENSG00000204961.7" 0 0 0 0 0 0
"ENSG00000204962.6" 0 0 0 0 0 0
"ENSG00000204963.6" 0 0 0 0 0 0
"ENSG00000204965.9" 0 0 0 0 0 0
"ENSG00000204967.12" 0 0 0 0 0 0
"ENSG00000204969.7" 0 0 0 0 0 0
"ENSG00000204970.10" 0 0 4 0 0 0
"ENSG00000204971.3" 0 0 0 0 0 0
"ENSG00000204977.10" 1040.289 983.121 665.044 731.085 539.015 586.349
"ENSG00000204978.3" 0 0 0 0 0 0
"ENSG00000204979.8" 0 0 0 0 0 0
"ENSG00000204982.3" 0 0 0 0 0 0
"ENSG00000204983.14" 0 0 0 0 0 0
"ENSG00000204989.3" 0 0 0 0 0 0
"ENSG00000204990.3" 0 0 0 0 0 0
"ENSG00000204991.11" 17 42.001 72.651 98.193 238.594 231.209
"ENSG00000204993.3" 0 0 0 0 0 0
"ENSG00000205002.4" 0 0 0 0 0 0
"ENSG00000205015.1" 0 0 0 0 0 0
"ENSG00000205018.2" 0 0 0 0 0 0
"ENSG00000205022.9" 0 0 0 0 0 0
"ENSG00000205025.8" 0 0 0 0 0 0
"ENSG00000205029.1" 0 0 0 0 0 0
"ENSG00000205030.1" 0 0 0 0 0 0
"ENSG00000205035.8" 0 0 2 1 0 0
"ENSG00000205037.2" 0 0 4 1 3 0
"ENSG00000205038.12" 0 6 0 0 0 0
"ENSG00000205041.1" 0 2 5 5 3 10
"ENSG00000205044.5" 0 0 0 0 0 0
"ENSG00000205045.11" 0 0 0 0 0 0
"ENSG00000205054.8" 0 0 0 0 0 0
"ENSG00000205056.8" 0 0 0 0 0 0
"ENSG00000205057.6" 0 0 0 0 0 0
"ENSG00000205060.11" 378.055 500.266 625.714 771.264 967.353 976.623
"ENSG00000205076.5" 0 0 10.301 16.597 0 0
"ENSG00000205078.6" 0 0 0 1 0 0
"ENSG00000205084.11" 344.392 268.563 44.911 65.073 346.844 363
"ENSG00000205085.13" 2 0 2 10 15.999 20.009
"ENSG00000205086.8" 0 0 0 0 0 0
"ENSG00000205089.8" 0 0 2 0 0 0
"ENSG00000205090.9" 0 0 4 8 12 23.392
"ENSG00000205097.7" 0 6 0 0 0 0
"ENSG00000205100.2" 0 1 0 0 0 0
"ENSG00000205105.6" 0 0 0 0 0 0
"ENSG00000205106.4" 0 0 0 0 0 0
"ENSG00000205108.6" 0 0 0 0 0 0
"ENSG00000205111.8" 0 0 1 0 1 0
"ENSG00000205116.4" 0 11 50.002 63.139 0 0
"ENSG00000205126.2" 0 0 0 0 0 0
"ENSG00000205129.9" 0 0 2 0 0 2
"ENSG00000205133.12" 227.999 328.523 192.332 200.102 331.413 294.986
"ENSG00000205138.4" 99 94.003 410.647 381.7 128.276 87.997
"ENSG00000205143.3" 0 0 0 0 0 5
"ENSG00000205155.8" 543.583 607.038 849.72 937.176 574.218 418.729
"ENSG00000205174.4" 0 0 0 0 0 0
"ENSG00000205176.3" 0 0 0 0 0 0
"ENSG00000205177.6" 2.048 2.206 0 0 1.063 0
"ENSG00000205181.7" 140 125 0 0 150.759 112.003
"ENSG00000205184.2" 0 0 0 0 0 0
"ENSG00000205186.4" 0 0 0 0 0 0
"ENSG00000205189.12" 310.92 331.376 273.176 270.184 446.006 459.841
"ENSG00000205208.5" 1499.589 1597.997 646.059 692.755 1584.007 1335.585
"ENSG00000205209.8" 1.179 4.074 2.348 17.129 6.614 25.002
"ENSG00000205212.5" 0 0 0 0 0 0
"ENSG00000205213.14" 338.912 351.297 3265.184 3793.32 217 251.168
"ENSG00000205215.8" 0 0 0 0 0 0
"ENSG00000205220.12" 714.582 806.576 283.584 349.073 381.367 392.294
"ENSG00000205221.12" 0 0 0 0 0 0
"ENSG00000205231.1" 0 0 0 0 0 0
"ENSG00000205236.6" 0 0 0 0 17.14 0
"ENSG00000205238.10" 19.897 0 16.018 16.453 51.335 38.94
"ENSG00000205240.4" 0 0 0 0 0 0
"ENSG00000205250.9" 2638.842 2714.42 2151.889 2300.088 2595.823 2569.883
"ENSG00000205266.10" 0 0 0 2 0 0
"ENSG00000205267.5" 0 0 0 0 0 0
"ENSG00000205268.11" 182.015 194.001 601.651 636.769 281.133 313.288
"ENSG00000205269.6" 70.136 102.001 0 0 57.051 99.167
"ENSG00000205274.3" 0 0 2 0 0 0
"ENSG00000205277.10" 13.904 0 1 1 11 6.978
"ENSG00000205279.8" 0 0 0 0 0 0
"ENSG00000205293.5" 2 0 0 0 0 0
"ENSG00000205300.3" 0 0 0 0 0 0
"ENSG00000205301.12" 0 0 0 0 0 0
"ENSG00000205302.7" 2692.548 2630.876 1743.211 1850.548 1937.034 1803.355
"ENSG00000205307.12" 25.523 32.023 10.18 13.439 68.094 22.877
"ENSG00000205309.14" 11 23 4.007 20 16 3
"ENSG00000205312.8" 0 0 0 0 0 0
"ENSG00000205318.5" 0 5 0 0 0 0
"ENSG00000205323.9" 2431.516 2604.403 798.345 814.001 1215.124 1141.417
"ENSG00000205325.3" 0 0 2 0 0 0
"ENSG00000205327.3" 0 0 0 0 0 0
"ENSG00000205328.3" 0 0 0 0 0 0
"ENSG00000205329.3" 0 0 0 0 0 0
"ENSG00000205330.4" 0 0 0 0 0 0
"ENSG00000205331.5" 0 0 0 0 0 0
"ENSG00000205333.5" 0 0 0 0 0 0
"ENSG00000205334.2" 0 0 0 0 0 0
"ENSG00000205336.14" 108.949 115.002 2362.297 2775.703 252.722 267.158
"ENSG00000205339.10" 18460.415 20549.819 6958.169 7828.603 16371.77 15845.902
"ENSG00000205352.11" 2783.461 2650.963 2575.743 2900.158 1840.879 1989.504
"ENSG00000205356.10" 167.624 106.648 196.676 189.467 351.191 423.304
"ENSG00000205358.4" 0 0 0 0 0 0
"ENSG00000205359.10" 0 0 0 0 0 0
"ENSG00000205360.6" 0 0 0 0 0 0
"ENSG00000205361.8" 0 0 0 0 0 0
"ENSG00000205362.11" 7 4 0 0 0 0
"ENSG00000205363.7" 84.014 81 0 0 35.002 46
"ENSG00000205364.4" 4 0 0 0 0 0
"ENSG00000205396.11" 0 0 0 0 0 0
"ENSG00000205403.14" 0 0 2.72 16 0 0
"ENSG00000205409.3" 0 0 0 0 0 0
"ENSG00000205412.5" 0 0 0 0 0 0
"ENSG00000205413.8" 73.028 118.016 676.464 852.033 31 13
"ENSG00000205414.1" 0 5 1 1 0 0
"ENSG00000205420.11" 1 0 783.736 822.391 0 0
"ENSG00000205423.12" 898.041 870.359 242.584 281.188 546.026 655.592
"ENSG00000205424.2" 1 0 0 0 0 0
"ENSG00000205426.10" 6546.732 6757.179 300.241 303.712 9.933 7
"ENSG00000205433.4" 0 0 0 0 0 0
"ENSG00000205436.7" 0 0 18.002 13 0 0
"ENSG00000205439.10" 0 0 0 0 0 0
"ENSG00000205442.13" 0 0 0 0 0 0
"ENSG00000205444.3" 0 0 0 0 0 4
"ENSG00000205445.3" 0 0 0 0 0 0
"ENSG00000205449.11" 0 0 0 0 0 0
"ENSG00000205452.5" 0 0 0 0 0 0
"ENSG00000205456.11" 0 0 0 0 0 0
"ENSG00000205457.11" 0 0 0 3.538 0 0
"ENSG00000205464.13" 22 12 7 22.125 29.046 15.014
"ENSG00000205476.9" 4083.138 4278.128 3670.292 4150.82 5227.745 5607.176
"ENSG00000205482.10" 0 0 0 0 5.362 11.954
"ENSG00000205485.13" 23.504 28.796 23.312 31.333 38.981 25.9
"ENSG00000205488.9" 0 0 2 3 1 0
"ENSG00000205494.9" 0 0 0 0 0 0
"ENSG00000205495.1" 0 0 0 0 0 0
"ENSG00000205496.1" 0 0 0 0 0 0
"ENSG00000205497.5" 0 0 0 0 0 0
"ENSG00000205500.8" 0 0 0 0 0 0
"ENSG00000205502.4" 0 0 0 0 0 0
"ENSG00000205517.13" 3 1 289.509 342.518 0 0
"ENSG00000205531.13" 5656.666 5697.447 3450.938 3840.505 4163.601 4200.824
"ENSG00000205534.6" 0 28.361 69.639 215.803 0 0
"ENSG00000205537.2" 0 0 0 0 0 0
"ENSG00000205542.11" 38312.998 39849.48 13192.541 14963.173 10520.504 10146.021
"ENSG00000205544.4" 782.648 848.081 353.338 314.034 317.171 264.441
"ENSG00000205549.10" 0 0 0 0 0 0
"ENSG00000205559.5" 107.042 101.974 33.009 49.085 50 64
"ENSG00000205560.13" 67.985 48.279 132.32 125.787 194.83 197.077
"ENSG00000205562.3" 20.481 36.687 0 0 34.763 11
"ENSG00000205571.14" 7.345 469.551 300.317 419.567 5.958 42.602
"ENSG00000205572.10" 93.315 17.736 69.712 114.39 60.427 39.62
"ENSG00000205578.6" 0 0 17.167 15.322 0 0
"ENSG00000205579.3" 0 0 0 0 0 0
"ENSG00000205581.11" 5841.32 6409.078 6303.95 7042.358 6054.292 5918.561
"ENSG00000205583.13" 33.728 84.976 4.037 4.83 55.038 72.442
"ENSG00000205584.6" 0 5 0 0 0 0
"ENSG00000205592.15" 0 0 1 4 0 0
"ENSG00000205593.12" 29.001 24 44.999 60.832 27.723 3.001
"ENSG00000205596.4" 0 0 0 0 0 0
"ENSG00000205609.13" 0 109.231 25.084 15.762 0 0
"ENSG00000205611.5" 0 0 0 0 0 4
"ENSG00000205622.11" 0 0 2.001 4 1 0
"ENSG00000205625.2" 0 0 0 0 0 0
"ENSG00000205628.4" 0 0 0 0 0 0
"ENSG00000205629.12" 733.487 648.955 452.201 484.843 485.04 415.189
"ENSG00000205632.4" 0 0 0 0 0 0
"ENSG00000205634.7" 0 0 0 5 0 0
"ENSG00000205636.3" 0 0 0 0 0 0
"ENSG00000205639.12" 14.008 19.016 29.029 15.006 14.009 21.037
"ENSG00000205642.10" 0 0 0 0 0 0
"ENSG00000205643.11" 158.094 184.016 97.801 124.173 178 199.062
"ENSG00000205644.5" 0 0 0 0 0 7
"ENSG00000205649.9" 0 0 0 0 0 0
"ENSG00000205653.2" 0 0 0 0 0 0
"ENSG00000205659.11" 670.004 769.632 135.712 141 532.087 563.161
"ENSG00000205667.3" 0 0 0 0 0 0
"ENSG00000205669.4" 0 0 0 0 0 0
"ENSG00000205670.12" 307.213 274.69 94.366 113.539 321.432 373.677
"ENSG00000205678.8" 0 0 0 0 0 0
"ENSG00000205682.2" 0 0 0 0 0 0
"ENSG00000205683.12" 51 67 18.554 50.001 113.001 67.027
"ENSG00000205693.4" 0 0 0 0 0 0
"ENSG00000205695.3" 0 0 0 0 0 0
"ENSG00000205696.4" 0 0 0 0 0 0
"ENSG00000205702.11" 12 22 20.885 34.999 53 20.002
"ENSG00000205704.7" 0 9 1 5 1 4
"ENSG00000205707.11" 125.545 140.005 62.08 104.355 70 42.027
"ENSG00000205710.4" 1 3 4 4 16 15
"ENSG00000205716.4" 0 0 0 0 0 0
"ENSG00000205718.10" 0 0 0 0 0 0
"ENSG00000205726.15" 1042.746 1131.825 2712.266 3154.755 1937.655 1653.251
"ENSG00000205730.7" 2299.431 2407.483 1284.913 1466.939 4440.296 4707.816
"ENSG00000205740.2" 0 8 2 21 9 4.003
"ENSG00000205744.10" 0 0 123.054 114.083 1 0
"ENSG00000205745.2" 0 0 0 0 0 0
"ENSG00000205746.9" 150.914 226.785 159.038 192.39 328.2 343.83
"ENSG00000205754.12" 48 0 18.057 12.587 0 0
"ENSG00000205755.12" 125.426 137.816 1 5 68 72.616
"ENSG00000205758.12" 795.293 778.277 347.637 384.116 532.996 533.004
"ENSG00000205763.13" 162.381 226.602 59.763 65.422 201.239 163.482
"ENSG00000205765.9" 941.951 867.465 1737.016 1901.458 1362.766 1319.621
"ENSG00000205767.4" 0 0 0 0 0 0
"ENSG00000205771.6" 36.592 53.043 6.001 18.028 11.046 28.604
"ENSG00000205777.18" 0 0 0 0 0 0
"ENSG00000205784.4" 0 0 0 0 0 0
"ENSG00000205786.8" 0 0 0 0 0 0
"ENSG00000205790.1" 0 6.582 2.431 0 0 8.503
"ENSG00000205791.3" 3 0 5 2 0 2
"ENSG00000205794.4" 0 0 1.001 0 0 0
"ENSG00000205795.4" 8 6 0 0 15 27.089
"ENSG00000205808.7" 108 77 241.584 249.661 66.053 77.617
"ENSG00000205809.10" 0 0 3 1 0 0
"ENSG00000205810.9" 0 0 2.793 0 0 0
"ENSG00000205822.10" 0 0 0 0 0 0
"ENSG00000205830.1" 0 0 0 0 0 0
"ENSG00000205832.8" 0 0 0 0 0 0
"ENSG00000205835.9" 0 0 0 0 0 0
"ENSG00000205837.7" 0 0 0 0 0 0
"ENSG00000205838.14" 0 0 0 0 0 0
"ENSG00000205846.4" 0 0 0 0 0 0
"ENSG00000205847.6" 0 0 0 0 0 0
"ENSG00000205853.12" 5 9 1 0 7 10
"ENSG00000205856.4" 0 0 0 0 0 0
"ENSG00000205857.2" 0 0 0 0 0 0
"ENSG00000205858.10" 0 0 0 0 0 0
"ENSG00000205861.13" 17 5 23.829 50 4 0
"ENSG00000205863.11" 0 0 2.171 0 0 0
"ENSG00000205864.1" 0 0 0 1 0 0
"ENSG00000205865.4" 0 0 0 2 0 0
"ENSG00000205866.4" 0 0 0 0 0 0
"ENSG00000205867.3" 0 0 5.631 0 0 0
"ENSG00000205869.2" 0 0 1 0 0 0
"ENSG00000205871.5" 4.009 10.012 3.005 2.004 2.155 3.009
"ENSG00000205879.5" 0 0 0 0 2 0
"ENSG00000205882.8" 0 0 0 0 0 0
"ENSG00000205883.3" 0 0 0 0 0 0
"ENSG00000205884.2" 0 0 0 0 0 0
"ENSG00000205885.7" 1.631 1 48.72 64.445 10 4
"ENSG00000205890.3" 0 0 22.359 14.227 0 0
"ENSG00000205897.5" 0 0 0 0 0 0
"ENSG00000205898.3" 0 0 0 0 0 0
"ENSG00000205899.4" 0 0 0 0 0 0
"ENSG00000205903.7" 244 249.039 824.042 793.77 1067.839 1277.483
"ENSG00000205913.7" 6 7 10 12 2 9
"ENSG00000205916.12" 0 0 0 0 0 0
"ENSG00000205918.9" 66.202 45.573 57.246 57.698 234.105 149.568
"ENSG00000205922.5" 68 109 1 8 679.14 544.765
"ENSG00000205923.3" 0 0 0 0 0 0
"ENSG00000205927.5" 0 0 0 0 0 0
"ENSG00000205929.11" 0 0 0 0 0 0
"ENSG00000205930.10" 4 12 0 0 7 3
"ENSG00000205936.3" 0 0 0 0 0 0
"ENSG00000205937.12" 5682.108 5719.988 4454.524 5328.912 5481.014 5671.663
"ENSG00000205940.8" 0 1 48.101 54.091 0 0
"ENSG00000205944.11" 0 0 0 0 0 0
"ENSG00000205946.1" 0 0 2 6.645 2 0
"ENSG00000205955.4" 0 0 1 0 0 0
"ENSG00000205959.4" 4 0 0 2 6 5
"ENSG00000205971.3" 0 0 0 0 0 0
"ENSG00000205976.4" 0 0 0 0 0 0
"ENSG00000205978.6" 0 0 489.317 567.44 0 0
"ENSG00000205981.8" 965.702 1034.715 477.254 551.821 476.434 517.278
"ENSG00000206013.2" 0 0 0 0 0 0
"ENSG00000206014.7" 0 0 0 0 0 0
"ENSG00000206026.7" 0 0 0 0 0 0
"ENSG00000206028.1" 0 0 0 0 0 0
"ENSG00000206034.1" 0 0 0 0 0 0
"ENSG00000206042.1" 0 0 0 0 0 0
"ENSG00000206043.7" 0 0 0 0 0 0
"ENSG00000206047.3" 0 0 0 0 0 0
"ENSG00000206052.11" 0 0 0 0 2 3
"ENSG00000206053.13" 8140.346 8670.224 4296.514 4955.068 5384.243 5290.74
"ENSG00000206062.4" 0 0 0 0 0 0
"ENSG00000206066.3" 0 0 0 0 0 0
"ENSG00000206069.7" 0 0 0 0 0 0
"ENSG00000206072.13" 0 0 0 0 0 0
"ENSG00000206073.11" 0 0 0 0 0 0
"ENSG00000206075.14" 85.036 133.045 1400.625 1585.301 1405.417 1377.017
"ENSG00000206077.14" 70.611 39.514 89.618 74.794 35.589 30.37
"ENSG00000206090.4" 0 0 0 0 0 0
"ENSG00000206102.2" 0 0 0 0 0 0
"ENSG00000206104.2" 0 0 0 0 0 0
"ENSG00000206105.2" 0 0 0 0 0 0
"ENSG00000206106.2" 0 0 0 0 0 0
"ENSG00000206107.2" 0 0 0 0 0 0
"ENSG00000206113.11" 0 0 2 6 0 0
"ENSG00000206120.11" 13 0 0 0 0 7
"ENSG00000206127.11" 0 0 26.14 18.683 0 0
"ENSG00000206129.4" 0 0 0 0 0 0
"ENSG00000206140.12" 9.807 22.118 23.481 46.287 44.571 11.476
"ENSG00000206142.9" 0 0 0 0 0 0
"ENSG00000206144.5" 0 0 0 0 0 0
"ENSG00000206145.8" 0 0 0 0 0 0
"ENSG00000206147.5" 0 0 0 0 0 0
"ENSG00000206149.10" 228.306 228.001 226.506 263.979 385.495 471.265
"ENSG00000206150.4" 0 0 0 0 0 0
"ENSG00000206159.11" 0 4 0 0 0 0
"ENSG00000206168.1" 0 0 0 0 0 0
"ENSG00000206172.8" 1757 1401.852 0 3 821.129 913.66
"ENSG00000206177.7" 0 0 0 0 0 0
"ENSG00000206178.2" 0 0 0 0 0 0
"ENSG00000206181.7" 0 0 0 0 0 0
"ENSG00000206187.4" 0 0 0 0 0 0
"ENSG00000206190.12" 0 0 0 0 0 0
"ENSG00000206192.7" 0 0 0 0 0 0
"ENSG00000206195.11" 422.073 581.044 623.564 635.715 1229.79 1283.257
"ENSG00000206199.11" 0 0 2 1 0 0
"ENSG00000206203.5" 0 0 0 0 0 0
"ENSG00000206228.4" 0 0 0 0 0 1.002
"ENSG00000206249.3" 0 0 0 0 0 0
"ENSG00000206260.4" 0 0 0 0 0 0
"ENSG00000206262.9" 0 1 0 3 0 0
"ENSG00000206337.12" 225.976 180 383.931 451.082 1 0
"ENSG00000206341.7" 104.076 123.253 66.509 53.324 137.753 129.103
"ENSG00000206344.7" 3 9 13 4 18.02 3
"ENSG00000206356.5" 0 0 0 0 2 0
"ENSG00000206384.10" 0 4 0 0 0 2
"ENSG00000206417.8" 23.456 28.126 3.178 0 4.186 0
"ENSG00000206418.5" 882.857 930.761 297.616 376.213 1076.934 1196.778
"ENSG00000206422.2" 0 0 0 0 0 0
"ENSG00000206432.4" 0 6 0 0 0 0
"ENSG00000206448.3" 0 0 2 0 0 0
"ENSG00000206474.8" 0 0 0 0 0 0
